Produk,Rating,Ulasan,Clean_Ulasan,Sentiment,Word_Count,Char_Count,Length_Category
Xiaomi Earphone Tipe-C,5,istimewa untuk diharga under 100,istimewa untuk diharga under 100,Positif,5,32,Singkat (4–8 kata)
Redmi Pad 2 Pro (6GB/128GB) (8GB/256GB),5,jaminan original,jaminan original,Positif,2,16,Sangat Singkat (≤3 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,"Pengiriman cepat, packing aman, original dan baru, type dan warna sesuai pesanan, harga paling murah",pengiriman cepat packing aman original dan baru type dan warna sesuai pesanan harga paling murah,Positif,15,100,Sedang (9–15 kata)
Xiaomi 33W Charging Combo Tipe A,5,produk jelas ori. kiriman di shippingnya relatif lama,produk jelas ori kiriman di shippingnya relatif lama,Positif,8,53,Singkat (4–8 kata)
POCO C71 4+4G/128G,5,jos jis bolo,jos jis bolo,Positif,3,12,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,"barang sesuai dengan pesanan, mantap",barang sesuai dengan pesanan mantap,Positif,5,36,Singkat (4–8 kata)
POCO X8 Pro Series,5,"paket aman, 2 hari sudah sampai ke kalsel, mantab jiwa",paket aman 2 hari sudah sampai ke kalsel mantab jiwa,Positif,10,54,Sedang (9–15 kata)
Xiaomi TV Box S (3rd Gen),5,"Kebeli juga benda ajaib ini, semoga awet selama mungkin
Terima kasih!",kebeli juga benda ajaib ini semoga awet selama mungkin terima kasih,Positif,11,69,Sedang (9–15 kata)
Redmi Powerbank 18W,5,"pengiriman cepat....barang ok....
bisa d pake charger berkali kali....
cuma powerbanknya lumayan berat...ini saja yang jadi catatan...",pengiriman cepat barang ok bisa d pake charger berkali kali cuma powerbanknya lumayan berat ini saja yang jadi catatan,Positif,19,134,Panjang (>15 kata)
Xiaomi Tag,5,produk oke sesuai pesanan dan deskripsi. berfungsi normal. alat terdeteksi kalau ada beberapa perangkat bluetooth disekitarnya yg aktif. jadi tidak posisi realtime. paket...,produk oke sesuai pesanan dan deskripsi berfungsi normal alat terdeteksi kalau ada beberapa perangkat bluetooth disekitarnya yg aktif jadi tidak posisi realtime paket,Positif,23,173,Panjang (>15 kata)
Xiaomi 67W HyperCharge Combo Tipe A,5,"pengiriman cepat....barang ok...sudah d coba....
semoga barang awet sehingga bisa d pake lama....",pengiriman cepat barang ok sudah d coba semoga barang awet sehingga bisa d pake lama,Positif,15,97,Sedang (9–15 kata)
POCO M7 Pro 5G (8/256G),5,hp nya keren layar nya bagus kecepatan nya ok pokok nya puas banget,hp nya keren layar nya bagus kecepatan nya ok pokok nya puas banget,Positif,13,67,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,"cepat, segel utuh, hadiah sesuai. top.",cepat segel utuh hadiah sesuai top,Positif,6,38,Singkat (4–8 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,"Diterima baik, berfungsi, langsung di pakai, semoga aman² saja dan tidak ada masalah kedepannya. Terima kasih.",diterima baik berfungsi langsung di pakai semoga aman saja dan tidak ada masalah kedepannya terima kasih,Positif,16,110,Panjang (>15 kata)
POCO X8 Pro Series,5,"beli ini pas rupiah nyentuh 18rb😹
HP nya bagus liat aja review gadgetin👌",beli ini pas rupiah nyentuh 18rb hp nya bagus liat aja review gadgetin,Positif,13,72,Sedang (9–15 kata)
Xiaomi Smart Band 9 Active,5,"Sudah sering belanja disini dan selalu saja ⭐️⭐️⭐️⭐️⭐️ super keren sih produknya, adminnya juga gercep banget",sudah sering belanja disini dan selalu saja super keren sih produknya adminnya juga gercep banget,Positif,15,109,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,muantep,muantep,Positif,1,7,Sangat Singkat (≤3 kata)
Xiaomi Band 10 Pro,5,terbaik,terbaik,Positif,1,7,Sangat Singkat (≤3 kata)
POCO F8 Series,5,Pengirimam cepat packing nya bagus,pengirimam cepat packing nya bagus,Positif,5,34,Singkat (4–8 kata)
Xiaomi Electric Scooter 6 Series,5,"mantap, produk sesuai dan ori.
respon penjual juga ramah,
semoga awet,,,",mantap produk sesuai dan ori respon penjual juga ramah semoga awet,Positif,11,72,Sedang (9–15 kata)
Xiaomi Smart Band 9 Active,5,"Original produk, semoga awet",original produk semoga awet,Positif,4,28,Singkat (4–8 kata)
Xiaomi Redmi Note 15 Pro+ 5G (8/256 GB) (12/512 GB),5,"Barang original, sesuai pesanan, semoga awet",barang original sesuai pesanan semoga awet,Positif,6,44,Singkat (4–8 kata)
POCO M7 (8GB/256GB),5,̶m̶a̶n̶t̶a̶p MURAH KEREN ASLI JELAS BARU OKE,m a n t a p murah keren asli jelas baru oke,Positif,12,44,Sedang (9–15 kata)
Redmi Powerbank 18W,5,original,original,Positif,1,8,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,Barangnya masih disegel. sesuai deskripsi. manttap dan aku happy. makasih ya Xiaomi. keren deh kamera Leica nya....,barangnya masih disegel sesuai deskripsi manttap dan aku happy makasih ya xiaomi keren deh kamera leica nya,Positif,17,115,Panjang (>15 kata)
Xiaomi Tag,5,Recommended seller,recommended seller,Positif,2,18,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,barangnya dateng dengan selamat dan masih tersegel dengan rapih. lalu juga bonusnya dapat headphone redmi headphone neo! dan pengirimannya juga sangat cepat hanya 1 hari...,barangnya dateng dengan selamat dan masih tersegel dengan rapih lalu juga bonusnya dapat headphone redmi headphone neo dan pengirimannya juga sangat cepat hanya 1 hari,Positif,25,172,Panjang (>15 kata)
Xiaomi TV A Pro 32 2026,5,bismillah...semoga awet,bismillah semoga awet,Positif,3,23,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,"Barang sampai dengan aman, kurir sangat cepat dan tanggap mantaappp",barang sampai dengan aman kurir sangat cepat dan tanggap mantaappp,Positif,10,67,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,"barang sampai dengan selamat, lengkap, satu hari langsung sampai. bonus headphones juga. semua barang dalam kondisi aman masih tersegel tidak ada cacat.",barang sampai dengan selamat lengkap satu hari langsung sampai bonus headphones juga semua barang dalam kondisi aman masih tersegel tidak ada cacat,Positif,22,152,Panjang (>15 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,"barang sesuai pesanan, belum dicoba. semoga berfungsi baik dan awet",barang sesuai pesanan belum dicoba semoga berfungsi baik dan awet,Positif,10,67,Sedang (9–15 kata)
POCO X8 Pro Series,3,so so lah gak setinggi speknya waktu main game atau dipake multitasking,so so lah gak setinggi speknya waktu main game atau dipake multitasking,Netral,12,71,Sedang (9–15 kata)
Xiaomi Redmi Buds 6 Play,4,"murah, bagus, tp pemakaian lama lumayan panas ke telinga.",murah bagus tp pemakaian lama lumayan panas ke telinga,Positif,9,57,Sedang (9–15 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,"original, sudah support Turbo Charge",original sudah support turbo charge,Positif,5,36,Singkat (4–8 kata)
Xiaomi Dual Mode Wireless Mouse 2,5,Bagus comfort enak di tangan,bagus comfort enak di tangan,Positif,5,28,Singkat (4–8 kata)
Xiaomi Smart Camera C701,5,Udh langganan pake cctv xiaomi,udh langganan pake cctv xiaomi,Positif,5,30,Singkat (4–8 kata)
Xiaomi REDMI Watch 6,5,"bagus ternyata, fitur memadai banget buat tracking kesehatan (saturasi O2, sleep, activities, stress) 👍🏻",bagus ternyata fitur memadai banget buat tracking kesehatan saturasi o2 sleep activities stress,Positif,13,104,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,Barang diterima dengan baik. kondisi tersegel dan sempurna. pengiriman cepat. semoga dapat bermanfaat dan dapat digunakan lama. terimakasih,barang diterima dengan baik kondisi tersegel dan sempurna pengiriman cepat semoga dapat bermanfaat dan dapat digunakan lama terimakasih,Positif,18,139,Panjang (>15 kata)
POCO X8 Pro Series,5,mntap sllu,mntap sllu,Positif,2,10,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,"Pengiriman cepat, Xiaomi 17T mantabz",pengiriman cepat xiaomi 17t mantabz,Positif,5,36,Singkat (4–8 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,"mantapsss narang sesuai dengan pesanan dan dipastikan original

luar biasaaa",mantapsss narang sesuai dengan pesanan dan dipastikan original luar biasaaa,Positif,10,76,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,barang masih disegel original pastinya dan ada free  headphones 🎧 happy . packaging aman delivery lumayan cepat,barang masih disegel original pastinya dan ada free headphones happy packaging aman delivery lumayan cepat,Positif,15,111,Sedang (9–15 kata)
Xiaomi TV A Pro 32 2026,5,barangnya original sesuai dengan pesanan berfungsi dengan baik harga murah kualitas bagus recomended seller terimakasih toped,barangnya original sesuai dengan pesanan berfungsi dengan baik harga murah kualitas bagus recomended seller terimakasih toped,Positif,16,125,Panjang (>15 kata)
Xiaomi Redmi Buds 8 Lite,5,"barang ORI, packing aman.",barang ori packing aman,Positif,4,25,Singkat (4–8 kata)
Xiaomi Redmi Note 15 Pro 5G (8/256GB) (12/512GB),5,"barang ORI, packing aman. no tipu-tipu, rejeki berkah, usaha lancar.",barang ori packing aman no tipu tipu rejeki berkah usaha lancar,Positif,11,68,Sedang (9–15 kata)
Xiaomi Outdoor Camera CW500 Dual ID,5,pengiriman cepat respon cepat overall good semoga bermanfaat dan awet aamiin,pengiriman cepat respon cepat overall good semoga bermanfaat dan awet aamiin,Positif,11,76,Sedang (9–15 kata)
POCO F8 Series,5,"GOKILLLL!!!, Akhir nya penantian panjang telah selesai. dapet juga barang goib aowkakskaosksk 😂",gokillll akhir nya penantian panjang telah selesai dapet juga barang goib aowkakskaosksk,Positif,12,95,Sedang (9–15 kata)
Xiaomi 17T (12GB+256GB),5,"dpt harga di 7,5an mksh tokped😁",dpt harga di 7 5an mksh tokped,Positif,7,31,Singkat (4–8 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,Mantap gan,mantap gan,Positif,2,10,Sangat Singkat (≤3 kata)
Xiaomi TV A Pro 43 2026,5,barang diterima dalam keadaan baik. semoga awet.,barang diterima dalam keadaan baik semoga awet,Positif,7,48,Singkat (4–8 kata)
POCO X7 Pro 5G,5,alhamdulilahhh,alhamdulilahhh,Positif,1,14,Sangat Singkat (≤3 kata)
POCO X8 Pro Series,5,alhamdulilahh..,alhamdulilahh,Positif,1,15,Sangat Singkat (≤3 kata)
Xiaomi 17T (12GB+256GB),5,"sesuai produk, semoga tidak ada error technical",sesuai produk semoga tidak ada error technical,Positif,7,47,Singkat (4–8 kata)
Xiaomi Smart Band 10,1,"kalau udah official store 99℅ tidak mengecewakan, seller amanah, packing sangat safety aman double 👍👍, barang segel 100℅ new sesuai poto iklan & pesanan konsumen.",kalau udah official store 99 tidak mengecewakan seller amanah packing sangat safety aman double barang segel 100 new sesuai poto iklan pesanan konsumen,Negatif,23,162,Panjang (>15 kata)
Xiaomi 67W HyperCharge Combo Tipe A,5,Puas dengan barang nya,puas dengan barang nya,Positif,4,22,Singkat (4–8 kata)
Xiaomi Redmi Note 15 Pro 5G (8/256GB) (12/512GB),5,Barang Ok berfungsi dan aman sampai tujuan,barang ok berfungsi dan aman sampai tujuan,Positif,7,42,Singkat (4–8 kata)
Xiaomi TV A 32,5,oke,oke,Positif,1,3,Sangat Singkat (≤3 kata)
Xiaomi TV Box S (3rd Gen),5,mantap gan gambarnya jernih suranya jg bagus puas 👍👍👍,mantap gan gambarnya jernih suranya jg bagus puas,Positif,8,53,Singkat (4–8 kata)
Xiaomi Temperature and Humidity Monitor 3,5,"Sip sesuai pesanan, barang baru packing aman, bisa pairing dengan bluetooth jadinya setting waktu nya otomatis",sip sesuai pesanan barang baru packing aman bisa pairing dengan bluetooth jadinya setting waktu nya otomatis,Positif,16,110,Panjang (>15 kata)
Xiaomi 17T (12GB+256GB),5,pengiriman cepat mantab,pengiriman cepat mantab,Positif,3,23,Sangat Singkat (≤3 kata)
Xiaomi Redmi Buds 6 Play,5,semoga awet,semoga awet,Positif,2,11,Sangat Singkat (≤3 kata)
POCO X7 5G,5,mantap 512gb dpt harga 3.4 jt,mantap 512gb dpt harga 3 4 jt,Positif,7,29,Singkat (4–8 kata)
POCO X8 Pro Series,5,"pengiriman cepat, barang masih tersegel dengan baik, berfungsi",pengiriman cepat barang masih tersegel dengan baik berfungsi,Positif,8,62,Singkat (4–8 kata)
Xiaomi Smart Air Purifier 4 Lite,5,"udah sampai semoga awet, di sudah bisa set via apps",udah sampai semoga awet di sudah bisa set via apps,Positif,10,51,Sedang (9–15 kata)
POCO M7 (8GB/256GB),5,emezink,emezink,Positif,1,7,Sangat Singkat (≤3 kata)
POCO X8 Pro Series,5,"barang masih segel, oroginal bergaransi, sesuai spec, pengiriman cepat, aman dan selamat",barang masih segel oroginal bergaransi sesuai spec pengiriman cepat aman dan selamat,Positif,12,88,Sedang (9–15 kata)
Xiaomi TV A Pro 32 2026,5,oke mantap barang nya,oke mantap barang nya,Positif,4,21,Singkat (4–8 kata)
Xiaomi Redmi Buds 6 Play,5,"barang bagus, ori. dpt harga diskon 135rb dr harga normal 199",barang bagus ori dpt harga diskon 135rb dr harga normal 199,Positif,11,61,Sedang (9–15 kata)
Xiaomi 67W HyperCharge Combo Tipe A,5,josjis,josjis,Positif,1,6,Sangat Singkat (≤3 kata)
Xiaomi Redmi Note 15 5G (6/128 GB),5,barang nya normal dan dqpat bonus tws rekomen,barang nya normal dan dqpat bonus tws rekomen,Positif,8,45,Singkat (4–8 kata)
POCO Pad M1 (8GB/256GB),5,Mantabbbbbbbbbbb jiwaaaaaa,mantabbbbbbbbbbb jiwaaaaaa,Positif,2,26,Sangat Singkat (≤3 kata)
Xiaomi Mi TV Stick Android 9,5,"pasangnya gampang, berfungsi dengan baik. semoga awet.",pasangnya gampang berfungsi dengan baik semoga awet,Positif,7,54,Singkat (4–8 kata)
Xiaomi Redmi Buds 6 Play,5,g ada noise canceling,g ada noise canceling,Positif,4,21,Singkat (4–8 kata)
Xiaomi 120W HyperCharge Combo Tipe-A,5,"Barang Original, Puas.",barang original puas,Positif,3,22,Sangat Singkat (≤3 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,Produk dari official store sudah pasti terjamin originalitas dan kualitasnya 👍,produk dari official store sudah pasti terjamin originalitas dan kualitasnya,Positif,10,78,Sedang (9–15 kata)
Xiaomi Redmi Buds 6 Play,5,"bagus, puasssssssssssssssssss",bagus puasssssssssssssssssss,Positif,2,29,Sangat Singkat (≤3 kata)
POCO X8 Pro Series,5,"berfungsi dengan baik! mohon ditingkatkan untuk packaging-nya supaya lebih aman.

pesan untuk JNE: tolong update info paket setiap hari",berfungsi dengan baik mohon ditingkatkan untuk packaging nya supaya lebih aman pesan untuk jne tolong update info paket setiap hari,Positif,20,135,Panjang (>15 kata)
Xiaomi TV A 32,5,"Alhamdulillah Barang mendarat dengan selamat
Mantaap.. 👌👍👍",alhamdulillah barang mendarat dengan selamat mantaap,Positif,6,58,Singkat (4–8 kata)
POCO C71 4+4G/128G,5,"sesuai pesanan. segel .
barang berfungsi normal",sesuai pesanan segel barang berfungsi normal,Positif,6,47,Singkat (4–8 kata)
Xiaomi Tag,5,"Kualitas produk original dan harga sangat baik, kecepatan pengiriman dan respon penjual sangat baik, terimakasih",kualitas produk original dan harga sangat baik kecepatan pengiriman dan respon penjual sangat baik terimakasih,Positif,15,112,Sedang (9–15 kata)
Xiaomi Dual Mode Wireless Mouse 2,5,telah diterima dgn baik,telah diterima dgn baik,Positif,4,23,Singkat (4–8 kata)
POCO Pad M1 (8GB/256GB),5,Bagus banget. Di luar ekspektasi. Dapet harga bundling promo jadi lumayan diskonnya. Semoga awet.,bagus banget di luar ekspektasi dapet harga bundling promo jadi lumayan diskonnya semoga awet,Positif,14,97,Sedang (9–15 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,Mantab gan,mantab gan,Positif,2,10,Sangat Singkat (≤3 kata)
POCO Pad M1 (8GB/256GB),5,"packing ok, barang juga ok. plastil pembungkus dan segel masih utuh. box nya tidak kerusakan.

tablet dan keyboardnya juga berfungsi dengan baik. krna hp juga dr xiaomi,...",packing ok barang juga ok plastil pembungkus dan segel masih utuh box nya tidak kerusakan tablet dan keyboardnya juga berfungsi dengan baik krna hp juga dr xiaomi,Positif,27,172,Panjang (>15 kata)
Xiaomi Redmi 15 (8/128) (8/256),5,produk bagus,produk bagus,Positif,2,12,Sangat Singkat (≤3 kata)
Xiaomi Smart Band 9 Active,5,pengiriman aman dan cepat. top 🤗,pengiriman aman dan cepat top,Positif,5,32,Singkat (4–8 kata)
Xiaomi Tag,5,"mantap
pengirimannya cepat,packing aman
kyalitas barangnya bagus",mantap pengirimannya cepat packing aman kyalitas barangnya bagus,Positif,8,64,Singkat (4–8 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,unit tersegel barang baru 100%,unit tersegel barang baru 100,Positif,5,30,Singkat (4–8 kata)
POCO X7 Pro 5G,5,"paket sesuai pesanan..
mangtap",paket sesuai pesanan mangtap,Positif,4,30,Singkat (4–8 kata)
POCO M7 Pro 5G (8/256G),5,"sudah dicoba pakai Dan tidak ada kendala. memang banyak bloat ware. semoga awet. terima kasih Xiaomi Indonesia, tokopedia, Dan kurir.",sudah dicoba pakai dan tidak ada kendala memang banyak bloat ware semoga awet terima kasih xiaomi indonesia tokopedia dan kurir,Positif,20,133,Panjang (>15 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,"Alhamdulillah pesana  saya datang dlm keadaan baik tanpa kurang apapun,semoga awet dan tdk ada kendala,berkah barokah buat semuanya Aamiiin 🥰🥰",alhamdulillah pesana saya datang dlm keadaan baik tanpa kurang apapun semoga awet dan tdk ada kendala berkah barokah buat semuanya aamiiin,Positif,21,142,Panjang (>15 kata)
Xiaomi Redmi Note 15 Pro+ 5G (8/256 GB) (12/512 GB),5,hp nya bagus,hp nya bagus,Positif,3,12,Sangat Singkat (≤3 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,"barang ud mendarat dgan selamat dan bagus sesuai deskripsi di etalase,,semoga awet dan kurir ramah",barang ud mendarat dgan selamat dan bagus sesuai deskripsi di etalase semoga awet dan kurir ramah,Positif,16,98,Panjang (>15 kata)
Xiaomi Tag,1,barang kualitas sampah masa cuman bisa connect ke HP sendiri saja. saya coba beberapa HP Android dengan nyalakan Bluetooth namun HP saya tidak dekat dia tidak bisa connec...,barang kualitas sampah masa cuman bisa connect ke hp sendiri saja saya coba beberapa hp android dengan nyalakan bluetooth namun hp saya tidak dekat dia tidak bisa connec,Negatif,28,173,Panjang (>15 kata)
POCO X8 Pro Series,5,"barang tersegel
box packaging kurang meyakinkan
was was udah dibuka kurir
tp stlh dicek aman",barang tersegel box packaging kurang meyakinkan was was udah dibuka kurir tp stlh dicek aman,Positif,15,92,Sedang (9–15 kata)
Xiaomi 2K Monitor A27Qi 2026,1,Pemakaian belum 2bln bezel bagian atas tiba-tiba terangkat sehingga ada gap dari layar ke bezel.. Sudah dibawa ke Service Center Xiaomi Serpong tetapi dari pihak Xiaomi t...,pemakaian belum 2bln bezel bagian atas tiba tiba terangkat sehingga ada gap dari layar ke bezel sudah dibawa ke service center xiaomi serpong tetapi dari pihak xiaomi t,Negatif,28,173,Panjang (>15 kata)
Xiaomi TV Box S (3rd Gen),5,"𝚋𝚛𝚐 𝚜𝚊𝚖𝚙𝚊𝚒 3 𝚑𝚊𝚛𝚒 𝚌𝚎𝚙𝚊𝚝, 𝚋𝚛𝚐 𝚋𝚊𝚐𝚞𝚜 𝚋𝚊𝚛𝚞 𝚖𝚘𝚐𝚊 𝚋𝚒𝚜𝚊 𝚍𝚐𝚞𝚗𝚊𝚔𝚊𝚗",3,Positif,1,58,Sangat Singkat (≤3 kata)
POCO X8 Pro Series,5,barang original keadaan baik,barang original keadaan baik,Positif,4,28,Singkat (4–8 kata)
POCO X7 Pro 5G,4,Patennnnn,patennnnn,Positif,1,9,Sangat Singkat (≤3 kata)
Xiaomi TV Box S (3rd Gen),5,mantab,mantab,Positif,1,6,Sangat Singkat (≤3 kata)
POCO Pad X1 (8GB/512GB),5,"Barangnya masih disegel rapi, proses pengiriman cepat, unitnya bagus",barangnya masih disegel rapi proses pengiriman cepat unitnya bagus,Positif,9,68,Sedang (9–15 kata)
Xiaomi Smart Air Purifier 4 Compact,5,barang kondisi bagus packing rapi seller ramah fast respon dan fast proses,barang kondisi bagus packing rapi seller ramah fast respon dan fast proses,Positif,12,74,Sedang (9–15 kata)
Xiaomi Insulated Kettle 1.8 L,5,"original
packing aman
semoga awet",original packing aman semoga awet,Positif,5,33,Singkat (4–8 kata)
POCO X7 Pro 5G,5,terimakasih sesuai orderan,terimakasih sesuai orderan,Positif,3,26,Sangat Singkat (≤3 kata)
POCO M7 (8GB/256GB),5,terbaik,terbaik,Positif,1,7,Sangat Singkat (≤3 kata)
POCO X7 Pro 5G,5,mantap dapat harga 14jt,mantap dapat harga 14jt,Positif,4,23,Singkat (4–8 kata)
POCO X7 Pro 5G,5,Mantap sangar,mantap sangar,Positif,2,13,Sangat Singkat (≤3 kata)
POCO X7 Pro 5G,5,barang sesuai pesanan... masihssgel.. thx,barang sesuai pesanan masihssgel thx,Positif,5,41,Singkat (4–8 kata)
POCO X7 Pro 5G,5,selamat sampe tujuan,selamat sampe tujuan,Positif,3,20,Sangat Singkat (≤3 kata)
Xiaomi Curved Gaming Monitor G34WQi,5,Mantul! Muantab Betul!,mantul muantab betul,Positif,3,22,Sangat Singkat (≤3 kata)
Xiaomi 67W HyperCharge Combo Tipe A,5,ori mantap,ori mantap,Positif,2,10,Sangat Singkat (≤3 kata)
Xiaomi Wifi Range Extender N300,5,"Pesanan sudah diterima sesuai pesanan.. Terima kasih yaa atas rwapon yg baik dan cepat, begitu juga dengan pengirimannya..🙏🏻",pesanan sudah diterima sesuai pesanan terima kasih yaa atas rwapon yg baik dan cepat begitu juga dengan pengirimannya,Positif,18,124,Panjang (>15 kata)
Xiaomi 2K Monitor A27Qi 2026,5,"semoga aman masalah warranty 😂

pengen beli lagi ah
pantau seminggu kalah aman, beli lagi",semoga aman masalah warranty pengen beli lagi ah pantau seminggu kalah aman beli lagi,Positif,14,89,Sedang (9–15 kata)
Xiaomi Smart Doorbell 3S,5,barang berfungsi dengan baik tanpa kendala,barang berfungsi dengan baik tanpa kendala,Positif,6,42,Singkat (4–8 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,"terimakasih barang sudah sampai dengan baik, juga kurir👍🏻⭐",terimakasih barang sudah sampai dengan baik juga kurir,Positif,8,58,Singkat (4–8 kata)
Redmi Powerbank 18W,5,terimakasih,terimakasih,Positif,1,11,Sangat Singkat (≤3 kata)
Xiaomi Outdoor Camera CW100 Dual,5,"barang sesuai deskripsi, paking aman dan rapi, Alhamdulillah cepat sampainya",barang sesuai deskripsi paking aman dan rapi alhamdulillah cepat sampainya,Positif,10,76,Sedang (9–15 kata)
POCO M7 (8GB/256GB),5,"barang sesuai deakripsi, pengiriman cepat sesuai estimasi",barang sesuai deakripsi pengiriman cepat sesuai estimasi,Positif,7,57,Singkat (4–8 kata)
POCO M7 (8GB/256GB),5,baterai besar,baterai besar,Positif,2,13,Sangat Singkat (≤3 kata)
Xiaomi Redmi Buds 6 Play,5,pelayanan satset barang ajib packing aman rapi cepet pokoknya semua mantap kek mantan,pelayanan satset barang ajib packing aman rapi cepet pokoknya semua mantap kek mantan,Positif,13,85,Sedang (9–15 kata)
POCO X7 Pro 5G,5,sudah sampai dan berfungsi dengan baik,sudah sampai dan berfungsi dengan baik,Positif,6,38,Singkat (4–8 kata)
POCO X8 Pro Series,5,aman dan terjaga mantap,aman dan terjaga mantap,Positif,4,23,Singkat (4–8 kata)
Xiaomi 33W Charging Combo Tipe A,5,"Mantab, original, packing rapi dan aman,barang sesuai deskripsi. pelayanan cepat.",mantab original packing rapi dan aman barang sesuai deskripsi pelayanan cepat,Positif,11,81,Sedang (9–15 kata)
POCO F7 Pro 12G/512G,5,good,good,Positif,1,4,Sangat Singkat (≤3 kata)
Mi In-Ear Headphones Basic,5,"Kualitas bagus
Pengiriman ok",kualitas bagus pengiriman ok,Positif,4,28,Singkat (4–8 kata)
POCO X7 Pro 5G,5,Barang bagus segel bergaransi harga sangat murah banyak vocer jg,barang bagus segel bergaransi harga sangat murah banyak vocer jg,Positif,10,64,Sedang (9–15 kata)
Xiaomi Power Bank 10000mAh,5,"warnanya bagus kalem. feelnya mmg cukup berat utk dipegang namun msh cukup compact utk genggamnya. semoga awet, terimakasih seller sukses selalu",warnanya bagus kalem feelnya mmg cukup berat utk dipegang namun msh cukup compact utk genggamnya semoga awet terimakasih seller sukses selalu,Positif,21,144,Panjang (>15 kata)
Xiaomi 67W HyperCharge Combo Tipe A,5,"charger bagus, bekerja dgn cepat, ori, barang datang masih di segel, pengantaran cepat",charger bagus bekerja dgn cepat ori barang datang masih di segel pengantaran cepat,Positif,13,86,Sedang (9–15 kata)
POCO M7 (8GB/256GB),5,"overall good Gak ada kendala
selama masih bintang 5 berarti Tidak ada kendala",overall good gak ada kendala selama masih bintang 5 berarti tidak ada kendala,Positif,13,77,Sedang (9–15 kata)
POCO X7 Pro 5G,5,"barang segel, original",barang segel original,Positif,3,22,Sangat Singkat (≤3 kata)
Xiaomi Redmi Note 15 5G (8/256 GB) (12/512 GB),5,"Pengiriman cepat, packing barang aman, warna sesuai pilihan, type sesuai pilihan, barang berfungsi dengan baik, harga paling murah",pengiriman cepat packing barang aman warna sesuai pilihan type sesuai pilihan barang berfungsi dengan baik harga paling murah,Positif,18,130,Panjang (>15 kata)
POCO M7 Pro 5G (8/256G),5,mantaps,mantaps,Positif,1,7,Sangat Singkat (≤3 kata)
Xiaomi 6A High-speed USB4 Braided USB-C to USB-C Cable (1m),5,tebel pol kabelny,tebel pol kabelny,Positif,3,17,Sangat Singkat (≤3 kata)
POCO M7 (8GB/256GB),5,segel original..udah langganan dari dulu,segel original udah langganan dari dulu,Positif,6,40,Singkat (4–8 kata)
Xiaomi TV A 32,5,Good,good,Positif,1,4,Sangat Singkat (≤3 kata)
POCO C71 4+4G/128G,5,"sipppp mantapp, sesuai dengan pesanan
Dan seperti biasa official store tepat waktu🤗 pengiriman sampai dengan aman Dan Selamat..
Terima kasih",sipppp mantapp sesuai dengan pesanan dan seperti biasa official store tepat waktu pengiriman sampai dengan aman dan selamat terima kasih,Positif,20,140,Panjang (>15 kata)
Xiaomi Redmi Note 15 Pro+ 5G (8/256 GB) (12/512 GB),5,mantap,mantap,Positif,1,6,Sangat Singkat (≤3 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,mantep,mantep,Positif,1,6,Sangat Singkat (≤3 kata)
Xiaomi Hair Clipper 2,5,"packaging fine, aman, dan barangnya one of the best hair clipper yang pernah gue pake. presisi dan tahan lama buat long cut. bodynya juga ga ringkih jadi nilai plus. so f...",packaging fine aman dan barangnya one of the best hair clipper yang pernah gue pake presisi dan tahan lama buat long cut bodynya juga ga ringkih jadi nilai plus so f,Positif,31,173,Panjang (>15 kata)
Xiaomi Dust Mite Vacuum Cleaner 2 Pro,5,barang berfungsi dgn baik,barang berfungsi dgn baik,Positif,4,25,Singkat (4–8 kata)
POCO M7 (8GB/256GB),5,"Pengiriman cepat dan aman. Spesifikasi sesuai deskripsi dan packing segel resmi
 mantap",pengiriman cepat dan aman spesifikasi sesuai deskripsi dan packing segel resmi mantap,Positif,12,87,Sedang (9–15 kata)
Xiaomi Redmi Buds 6 Play,5,bagus daan berfungsi dengan baik,bagus daan berfungsi dengan baik,Positif,5,32,Singkat (4–8 kata)
